No.4-2 merge,985.1335754394531
No.4-1 merge,710.9579057693481
No.2-3 merge,617.3410813808441
No.2-2 merge,638.5872619152069
No.2-1 merge,524.8019316196442
No.13-3 merge,183.17949873209
No.13-2 merge,177.5088850259781
No.13-1 merge,327.4107012748718
No.12-3 merge,332.44414669275284
No.12-2 merge,275.0685334801674
No.12-1 merge,403.62796515226364
No.11-3 merge,421.85147482156754
No.11-2 merge,415.6586819887161
No.11-1 merge,372.92851626873016
No.10-3 merge,261.45715403556824
No.10-2 merge,239.1646834909916
No.10-1 merge,375.80021995306015
No.1-3 merge,383.0870985984802
No.1-2 merge,602.6190500259399
No.1-1 merge,374.6161708831787
No.9-3 merge,471.5966382622719
No.9-2 merge,367.4106016755104
No.9-1 merge,453.80941647291183
No.8-3 merge,531.6432579755783
No.8-2 merge,493.7293761074543
No.8-1 merge,682.6582037806511
No.7-3 merge,221.12887960672379
No.7-2 merge,869.6509158313274
No.7-1 merge,938.0439962148666
No.6-3 merge,673.0137147903442
No.6-2 merge,616.5368804931641
No.6-1 merge,674.3073805570602
No.5-3 merge,597.2623911499977
No.5-2 merge,730.787924528122
No.5-1 merge,794.8087283372879
No.4-3 merge,958.6996273994446
